Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene type
ENSG00000129173	ENSG00000129173.13	ENST00000527884	ENST00000527884.5	E2F8	E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727]	11	19224063	19241620	protein_coding
ENSG00000078902	ENSG00000078902.16	ENST00000527886	ENST00000527886.5	TOLLIP	toll interacting protein [Source:HGNC Symbol;Acc:HGNC:16476]	11	1274371	1309654	protein_coding
ENSG00000074266	ENSG00000074266.23	ENST00000527888	ENST00000527888.1	EED	embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188]	11	86201212	86278813	protein_coding
ENSG00000173465	ENSG00000173465.8	ENST00000527920	ENST00000527920.5	ZNRD2	zinc ribbon domain containing 2 [Source:HGNC Symbol;Acc:HGNC:11328]	11	65570460	65573942	protein_coding
ENSG00000135373	ENSG00000135373.13	ENST00000527935	ENST00000527935.1	EHF	ETS homologous factor [Source:HGNC Symbol;Acc:HGNC:3246]	11	34621093	34663288	protein_coding
ENSG00000078902	ENSG00000078902.16	ENST00000527938	ENST00000527938.5	TOLLIP	toll interacting protein [Source:HGNC Symbol;Acc:HGNC:16476]	11	1274371	1309654	protein_coding
ENSG00000204979	ENSG00000204979.8	ENST00000527948	ENST00000527948.1	MS4A13	membrane spanning 4-domains A13 [Source:HGNC Symbol;Acc:HGNC:16674]	11	60515392	60542721	protein_coding
ENSG00000025434	ENSG00000025434.19	ENST00000527949	ENST00000527949.1	NR1H3	nuclear receptor subfamily 1 group H member 3 [Source:HGNC Symbol;Acc:HGNC:7966]	11	47248300	47269033	protein_coding
ENSG00000109846	ENSG00000109846.9	ENST00000527950	ENST00000527950.5	CRYAB	crystallin alpha B [Source:HGNC Symbol;Acc:HGNC:2389]	11	111908564	111923722	protein_coding
ENSG00000086991	ENSG00000086991.13	ENST00000527956	ENST00000527956.5	NOX4	NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]	11	89324353	89498187	protein_coding
ENSG00000255308	ENSG00000255308.1	ENST00000527978	ENST00000527978.1	CSRP3-AS1	CSRP3 and E2F8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54183]	11	19196775	19281426	lncRNA
ENSG00000137752	ENSG00000137752.25	ENST00000527979	ENST00000527979.5	CASP1	caspase 1 [Source:HGNC Symbol;Acc:HGNC:1499]	11	105025397	105035250	protein_coding
ENSG00000255271	ENSG00000255271.1	ENST00000527984	ENST00000527984.1		novel transcript	11	34533014	34557924	lncRNA
ENSG00000156599	ENSG00000156599.11	ENST00000527985	ENST00000527985.5	ZDHHC5	zinc finger DHHC-type palmitoyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:18472]	11	57667747	57701182	protein_coding
ENSG00000255400	ENSG00000255400.1	ENST00000527997	ENST00000527997.1	LINC02989	long intergenic non-protein coding RNA 2989 [Source:HGNC Symbol;Acc:HGNC:56100]	11	12086891	12089441	lncRNA
ENSG00000254768	ENSG00000254768.6	ENST00000528009	ENST00000528009.1	SLC17A6-DT	SLC17A6 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55514]	11	22283730	22338245	lncRNA
ENSG00000177697	ENSG00000177697.19	ENST00000528011	ENST00000528011.2	CD151	CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]	11	832887	839831	protein_coding
ENSG00000137731	ENSG00000137731.14	ENST00000528014	ENST00000528014.5	FXYD2	FXYD domain containing ion transport regulator 2 [Source:HGNC Symbol;Acc:HGNC:4026]	11	117800844	117828698	protein_coding
ENSG00000109861	ENSG00000109861.17	ENST00000528020	ENST00000528020.2	CTSC	cathepsin C [Source:HGNC Symbol;Acc:HGNC:2528]	11	88265069	88359684	protein_coding
ENSG00000186318	ENSG00000186318.18	ENST00000528053	ENST00000528053.5	BACE1	beta-secretase 1 [Source:HGNC Symbol;Acc:HGNC:933]	11	117285232	117316259	protein_coding
ENSG00000255100	ENSG00000255100.1	ENST00000528075	ENST00000528075.1	TSKU-AS1	TSKU antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55509]	11	76782581	76783062	lncRNA
ENSG00000177156	ENSG00000177156.11	ENST00000528097	ENST00000528097.5	TALDO1	transaldolase 1 [Source:HGNC Symbol;Acc:HGNC:11559]	11	747415	765012	protein_coding
ENSG00000171202	ENSG00000171202.7	ENST00000528105	ENST00000528105.5	TMEM126A	transmembrane protein 126A [Source:HGNC Symbol;Acc:HGNC:25382]	11	85647967	85656547	protein_coding
ENSG00000175348	ENSG00000175348.11	ENST00000528117	ENST00000528117.5	TMEM9B	TMEM9 domain family member B [Source:HGNC Symbol;Acc:HGNC:1168]	11	8947202	8965011	protein_coding
ENSG00000148925	ENSG00000148925.11	ENST00000528120	ENST00000528120.5	BTBD10	BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:21445]	11	13388008	13463297	protein_coding
ENSG00000137720	ENSG00000137720.8	ENST00000528125	ENST00000528125.5	CFAP68	cilia and flagella associated protein 68 [Source:HGNC Symbol;Acc:HGNC:1163]	11	111878935	111885975	protein_coding
ENSG00000254921	ENSG00000254921.2	ENST00000528151	ENST00000528151.1		novel transcript	11	8035202	8039718	lncRNA
ENSG00000145050	ENSG00000145050.19	ENST00000528157	ENST00000528157.7	MANF	mesencephalic astrocyte derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:15461]	3	51385291	51389397	protein_coding
ENSG00000151366	ENSG00000151366.13	ENST00000528164	ENST00000528164.1	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]	11	78068297	78079862	protein_coding
ENSG00000166961	ENSG00000166961.15	ENST00000528170	ENST00000528170.5	MS4A15	membrane spanning 4-domains A15 [Source:HGNC Symbol;Acc:HGNC:28573]	11	60756867	60776733	protein_coding
ENSG00000172638	ENSG00000172638.13	ENST00000528176	ENST00000528176.5	EFEMP2	EGF containing fibulin extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3219]	11	65866441	65873592	protein_coding
ENSG00000255451	ENSG00000255451.1	ENST00000528183	ENST00000528183.1		novel transcript	11	44468464	44470429	lncRNA
ENSG00000129158	ENSG00000129158.11	ENST00000528200	ENST00000528200.5	SERGEF	secretion regulating guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:17499]	11	17788048	18013047	protein_coding
ENSG00000149269	ENSG00000149269.10	ENST00000528203	ENST00000528203.5	PAK1	p21 (RAC1) activated kinase 1 [Source:HGNC Symbol;Acc:HGNC:8590]	11	77322017	77474635	protein_coding
ENSG00000255270	ENSG00000255270.1	ENST00000528204	ENST00000528204.1	NAV2-IT1	NAV2 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41416]	11	19380484	19385014	lncRNA
ENSG00000254409	ENSG00000254409.3	ENST00000528226	ENST00000528226.1		novel transcript, sense overlapping C11orf96	11	43921059	44001157	lncRNA
ENSG00000196655	ENSG00000196655.12	ENST00000528230	ENST00000528230.5	TRAPPC4	trafficking protein particle complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19943]	11	119018763	119025454	protein_coding
ENSG00000165923	ENSG00000165923.17	ENST00000528244	ENST00000528244.5	AGBL2	AGBL carboxypeptidase 2 [Source:HGNC Symbol;Acc:HGNC:26296]	11	47659591	47715389	protein_coding
ENSG00000259112	ENSG00000259112.2	ENST00000528251	ENST00000528251.1	NDUFC2-KCTD14	NDUFC2-KCTD14 readthrough [Source:HGNC Symbol;Acc:HGNC:42956]	11	78016971	78079865	protein_coding
ENSG00000087365	ENSG00000087365.16	ENST00000528302	ENST00000528302.5	SF3B2	splicing factor 3b subunit 2 [Source:HGNC Symbol;Acc:HGNC:10769]	11	66050729	66069308	protein_coding
ENSG00000156738	ENSG00000156738.18	ENST00000528313	ENST00000528313.1	MS4A1	membrane spanning 4-domains A1 [Source:HGNC Symbol;Acc:HGNC:7315]	11	60455846	60470752	protein_coding
ENSG00000255429	ENSG00000255429.1	ENST00000528319	ENST00000528319.1		novel transcript	11	89546637	89589611	lncRNA
ENSG00000255160	ENSG00000255160.5	ENST00000528326	ENST00000528326.5		novel transcript	11	19299883	19308358	lncRNA
ENSG00000081853	ENSG00000081853.15	ENST00000528330	ENST00000528330.2	PCDHGA2	protocadherin gamma subfamily A, 2 [Source:HGNC Symbol;Acc:HGNC:8700]	5	141338760	141512975	protein_coding
ENSG00000086991	ENSG00000086991.13	ENST00000528341	ENST00000528341.5	NOX4	NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]	11	89324353	89498187	protein_coding
ENSG00000255521	ENSG00000255521.3	ENST00000528366	ENST00000528366.1	CD44-DT	CD44 divergent transcript [Source:HGNC Symbol;Acc:HGNC:56175]	11	35132655	35138951	lncRNA
ENSG00000223953	ENSG00000223953.6	ENST00000528368	ENST00000528368.3	C1QTNF5	C1q and TNF related 5 [Source:HGNC Symbol;Acc:HGNC:14344]	11	119338942	119340940	protein_coding
ENSG00000073921	ENSG00000073921.18	ENST00000528398	ENST00000528398.5	PICALM	phosphatidylinositol binding clathrin assembly protein [Source:HGNC Symbol;Acc:HGNC:15514]	11	85957175	86069882	protein_coding
ENSG00000255432	ENSG00000255432.1	ENST00000528405	ENST00000528405.1		novel protein	11	62649694	62665178	protein_coding
ENSG00000172543	ENSG00000172543.9	ENST00000528419	ENST00000528419.6	CTSW	cathepsin W [Source:HGNC Symbol;Acc:HGNC:2546]	11	65879809	65883741	protein_coding
ENSG00000110693	ENSG00000110693.19	ENST00000528429	ENST00000528429.5	SOX6	SRY-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:16421]	11	15966449	16739591	protein_coding
ENSG00000255041	ENSG00000255041.1	ENST00000528445	ENST00000528445.1		novel transcript	11	45387215	45513802	lncRNA
ENSG00000070985	ENSG00000070985.14	ENST00000528453	ENST00000528453.1	TRPM5	transient receptor potential cation channel subfamily M member 5 [Source:HGNC Symbol;Acc:HGNC:14323]	11	2404515	2444514	protein_coding
ENSG00000255241	ENSG00000255241.1	ENST00000528458	ENST00000528458.1		novel transcript	11	88098591	88115835	lncRNA
ENSG00000110717	ENSG00000110717.13	ENST00000528492	ENST00000528492.1	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8 [Source:HGNC Symbol;Acc:HGNC:7715]	11	68030617	68036644	protein_coding
ENSG00000175224	ENSG00000175224.17	ENST00000528494	ENST00000528494.5	ATG13	autophagy related 13 [Source:HGNC Symbol;Acc:HGNC:29091]	11	46617527	46674818	protein_coding
ENSG00000084234	ENSG00000084234.18	ENST00000528499	ENST00000528499.5	APLP2	amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598]	11	130068147	130144811	protein_coding
ENSG00000154096	ENSG00000154096.14	ENST00000528522	ENST00000528522.5	THY1	Thy-1 cell surface antigen [Source:HGNC Symbol;Acc:HGNC:11801]	11	119415476	119424985	protein_coding
ENSG00000177685	ENSG00000177685.17	ENST00000528542	ENST00000528542.6	CRACR2B	calcium release activated channel regulator 2B [Source:HGNC Symbol;Acc:HGNC:28703]	11	826144	831991	protein_coding
ENSG00000148926	ENSG00000148926.10	ENST00000528544	ENST00000528544.1	ADM	adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]	11	10305073	10307397	protein_coding
ENSG00000188487	ENSG00000188487.12	ENST00000528567	ENST00000528567.5	INSC	INSC spindle orientation adaptor protein [Source:HGNC Symbol;Acc:HGNC:33116]	11	15112424	15247208	protein_coding
ENSG00000255435	ENSG00000255435.7	ENST00000528578	ENST00000528578.5	TTC36-AS1	TTC36 and KMT2A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55495]	11	118510273	118531094	lncRNA
ENSG00000129151	ENSG00000129151.9	ENST00000528583	ENST00000528583.5	BBOX1	gamma-butyrobetaine hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:964]	11	27040725	27127809	protein_coding
ENSG00000198851	ENSG00000198851.10	ENST00000528600	ENST00000528600.1	CD3E	CD3 epsilon subunit of T-cell receptor complex [Source:HGNC Symbol;Acc:HGNC:1674]	11	118304730	118316175	protein_coding
ENSG00000137747	ENSG00000137747.16	ENST00000528626	ENST00000528626.5	TMPRSS13	transmembrane serine protease 13 [Source:HGNC Symbol;Acc:HGNC:29808]	11	117900641	117929459	protein_coding
ENSG00000110711	ENSG00000110711.11	ENST00000528641	ENST00000528641.7	AIP	aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]	11	67468174	67491154	protein_coding
ENSG00000255244	ENSG00000255244.1	ENST00000528646	ENST00000528646.1		novel transcript	11	18934985	18939721	lncRNA
ENSG00000148926	ENSG00000148926.10	ENST00000528655	ENST00000528655.5	ADM	adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]	11	10305073	10307397	protein_coding
ENSG00000166340	ENSG00000166340.18	ENST00000528657	ENST00000528657.2	TPP1	tripeptidyl peptidase 1 [Source:HGNC Symbol;Acc:HGNC:2073]	11	6612768	6619448	protein_coding
ENSG00000255471	ENSG00000255471.1	ENST00000528660	ENST00000528660.1	PRSS23-AS1	PRSS23 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56071]	11	86892214	86925037	lncRNA
ENSG00000110315	ENSG00000110315.7	ENST00000528665	ENST00000528665.5	RNF141	ring finger protein 141 [Source:HGNC Symbol;Acc:HGNC:21159]	11	10511673	10541230	protein_coding
ENSG00000149972	ENSG00000149972.12	ENST00000528682	ENST00000528682.5	CNTN5	contactin 5 [Source:HGNC Symbol;Acc:HGNC:2175]	11	99020949	100358885	protein_coding
ENSG00000254744	ENSG00000254744.3	ENST00000528696	ENST00000528696.3		novel transcript, antisense to ADAMTS17	15	99970215	99974010	lncRNA
ENSG00000174672	ENSG00000174672.16	ENST00000528710	ENST00000528710.5	BRSK2	BR serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11405]	11	1389899	1462689	protein_coding
ENSG00000255337	ENSG00000255337.1	ENST00000528717	ENST00000528717.1	TMEM123-DT	TMEM123 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55502]	11	102452919	102462008	lncRNA
ENSG00000137494	ENSG00000137494.14	ENST00000528722	ENST00000528722.5	ANKRD42	ankyrin repeat domain 42 [Source:HGNC Symbol;Acc:HGNC:26752]	11	83193712	83260694	protein_coding
ENSG00000133805	ENSG00000133805.16	ENST00000528723	ENST00000528723.5	AMPD3	adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:HGNC:470]	11	10308313	10507579	protein_coding
ENSG00000150433	ENSG00000150433.10	ENST00000528724	ENST00000528724.5	TMEM218	transmembrane protein 218 [Source:HGNC Symbol;Acc:HGNC:27344]	11	125094389	125111763	protein_coding
ENSG00000149201	ENSG00000149201.10	ENST00000528728	ENST00000528728.1	CCDC81	coiled-coil domain containing 81 [Source:HGNC Symbol;Acc:HGNC:26281]	11	86374736	86423109	protein_coding
ENSG00000187486	ENSG00000187486.7	ENST00000528731	ENST00000528731.1	KCNJ11	potassium inwardly rectifying channel subfamily J member 11 [Source:HGNC Symbol;Acc:HGNC:6257]	11	17365172	17389331	protein_coding
ENSG00000103811	ENSG00000103811.18	ENST00000528741	ENST00000528741.6	CTSH	cathepsin H [Source:HGNC Symbol;Acc:HGNC:2535]	15	78921058	78949574	protein_coding
ENSG00000254997	ENSG00000254997.4	ENST00000528743	ENST00000528743.4	KRTAP5-9	keratin associated protein 5-9 [Source:HGNC Symbol;Acc:HGNC:23604]	11	71548420	71549608	protein_coding
ENSG00000170325	ENSG00000170325.16	ENST00000528746	ENST00000528746.5	PRDM10	PR/SET domain 10 [Source:HGNC Symbol;Acc:HGNC:13995]	11	129899706	130002835	protein_coding
ENSG00000183801	ENSG00000183801.8	ENST00000528758	ENST00000528758.1	OLFML1	olfactomedin like 1 [Source:HGNC Symbol;Acc:HGNC:24473]	11	7485388	7511377	protein_coding
ENSG00000150773	ENSG00000150773.12	ENST00000528775	ENST00000528775.6	PIH1D2	PIH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25210]	11	112063218	112074274	protein_coding
ENSG00000255272	ENSG00000255272.1	ENST00000528779	ENST00000528779.1		novel transcript	11	33776188	33779495	lncRNA
ENSG00000254906	ENSG00000254906.1	ENST00000528795	ENST00000528795.1		novel transcript, antisense to NELL1	11	20670425	20671297	lncRNA
ENSG00000005801	ENSG00000005801.18	ENST00000528796	ENST00000528796.5	ZNF195	zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]	11	3339261	3379222	protein_coding
ENSG00000150782	ENSG00000150782.12	ENST00000528832	ENST00000528832.1	IL18	interleukin 18 [Source:HGNC Symbol;Acc:HGNC:5986]	11	112143253	112164096	protein_coding
ENSG00000174672	ENSG00000174672.16	ENST00000528841	ENST00000528841.6	BRSK2	BR serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11405]	11	1389899	1462689	protein_coding
ENSG00000110077	ENSG00000110077.15	ENST00000528851	ENST00000528851.6	MS4A6A	membrane spanning 4-domains A6A [Source:HGNC Symbol;Acc:HGNC:13375]	11	60172015	60184666	protein_coding
ENSG00000137699	ENSG00000137699.17	ENST00000528870	ENST00000528870.5	TRIM29	tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]	11	120111286	120185529	protein_coding
ENSG00000255398	ENSG00000255398.3	ENST00000528880	ENST00000528880.3	HCAR3	hydroxycarboxylic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:16824]	12	122714756	122716811	protein_coding
ENSG00000166387	ENSG00000166387.14	ENST00000528883	ENST00000528883.5	PPFIBP2	PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250]	11	7513298	7657127	protein_coding
ENSG00000168060	ENSG00000168060.16	ENST00000528884	ENST00000528884.5	NAALADL1	N-acetylated alpha-linked acidic dipeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:23536]	11	65044818	65058553	protein_coding
ENSG00000255301	ENSG00000255301.1	ENST00000528885	ENST00000528885.1		novel transcript	11	57476493	57477534	lncRNA
ENSG00000254501	ENSG00000254501.1	ENST00000528887	ENST00000528887.1		novel transcript	11	65110714	65111695	lncRNA
ENSG00000133816	ENSG00000133816.19	ENST00000528931	ENST00000528931.5	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24693]	11	12094008	12359144	protein_coding
ENSG00000110497	ENSG00000110497.15	ENST00000528950	ENST00000528950.1	AMBRA1	autophagy and beclin 1 regulator 1 [Source:HGNC Symbol;Acc:HGNC:25990]	11	46396414	46594125	protein_coding
ENSG00000110031	ENSG00000110031.13	ENST00000528954	ENST00000528954.5	LPXN	leupaxin [Source:HGNC Symbol;Acc:HGNC:14061]	11	58526871	58578220	protein_coding
ENSG00000137752	ENSG00000137752.25	ENST00000528974	ENST00000528974.1	CASP1	caspase 1 [Source:HGNC Symbol;Acc:HGNC:1499]	11	105025397	105035250	protein_coding
ENSG00000255299	ENSG00000255299.5	ENST00000528978	ENST00000528978.5		novel transcript	11	58497888	58505758	lncRNA
ENSG00000255108	ENSG00000255108.1	ENST00000528982	ENST00000528982.1		novel transcript	11	823634	832883	lncRNA
ENSG00000255446	ENSG00000255446.1	ENST00000528983	ENST00000528983.1		novel transcript	11	62421845	62426724	lncRNA
ENSG00000179241	ENSG00000179241.13	ENST00000528989	ENST00000528989.5	LDLRAD3	low density lipoprotein receptor class A domain containing 3 [Source:HGNC Symbol;Acc:HGNC:27046]	11	35943981	36232136	protein_coding
ENSG00000166333	ENSG00000166333.14	ENST00000528995	ENST00000528995.5	ILK	integrin linked kinase [Source:HGNC Symbol;Acc:HGNC:6040]	11	6603708	6610874	protein_coding
ENSG00000070081	ENSG00000070081.18	ENST00000529010	ENST00000529010.6	NUCB2	nucleobindin 2 [Source:HGNC Symbol;Acc:HGNC:8044]	11	17208153	17349980	protein_coding
ENSG00000255038	ENSG00000255038.1	ENST00000529036	ENST00000529036.1		novel transcript, antisense to SF3B2	11	66067277	66069619	lncRNA
ENSG00000173599	ENSG00000173599.15	ENST00000529047	ENST00000529047.6	PC	pyruvate carboxylase [Source:HGNC Symbol;Acc:HGNC:8636]	11	66848417	66958386	protein_coding
ENSG00000149548	ENSG00000149548.15	ENST00000529051	ENST00000529051.5	CCDC15	coiled-coil domain containing 15 [Source:HGNC Symbol;Acc:HGNC:25798]	11	124954121	125041489	protein_coding
ENSG00000165905	ENSG00000165905.18	ENST00000529052	ENST00000529052.5	LARGE2	LARGE xylosyl- and glucuronyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16522]	11	45921621	45929096	protein_coding
ENSG00000110077	ENSG00000110077.15	ENST00000529054	ENST00000529054.5	MS4A6A	membrane spanning 4-domains A6A [Source:HGNC Symbol;Acc:HGNC:13375]	11	60172015	60184666	protein_coding
ENSG00000255480	ENSG00000255480.1	ENST00000529078	ENST00000529078.1		novel transcript	11	30425552	30429268	lncRNA
ENSG00000255039	ENSG00000255039.1	ENST00000529088	ENST00000529088.1	LINC02553	long intergenic non-protein coding RNA 2553 [Source:HGNC Symbol;Acc:HGNC:53588]	11	97222644	97259987	lncRNA
ENSG00000149571	ENSG00000149571.12	ENST00000529097	ENST00000529097.6	KIRREL3	kirre like nephrin family adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:23204]	11	126423358	127003460	protein_coding
ENSG00000133316	ENSG00000133316.16	ENST00000529106	ENST00000529106.5	WDR74	WD repeat domain 74 [Source:HGNC Symbol;Acc:HGNC:25529]	11	62832342	62841809	protein_coding
ENSG00000159063	ENSG00000159063.14	ENST00000529139	ENST00000529139.6	ALG8	ALG8 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23161]	11	78095244	78139660	protein_coding
ENSG00000166900	ENSG00000166900.17	ENST00000529177	ENST00000529177.5	STX3	syntaxin 3 [Source:HGNC Symbol;Acc:HGNC:11438]	11	59713456	59805882	protein_coding
ENSG00000180773	ENSG00000180773.15	ENST00000529184	ENST00000529184.5	SLC36A4	solute carrier family 36 member 4 [Source:HGNC Symbol;Acc:HGNC:19660]	11	93144174	93197991	protein_coding
ENSG00000168056	ENSG00000168056.18	ENST00000529189	ENST00000529189.5	LTBP3	latent transforming growth factor beta binding protein 3 [Source:HGNC Symbol;Acc:HGNC:6716]	11	65538559	65558930	protein_coding
ENSG00000129151	ENSG00000129151.9	ENST00000529202	ENST00000529202.5	BBOX1	gamma-butyrobetaine hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:964]	11	27040725	27127809	protein_coding
ENSG00000254429	ENSG00000254429.1	ENST00000529215	ENST00000529215.1		novel transcript	11	75260127	75261025	lncRNA
ENSG00000149292	ENSG00000149292.17	ENST00000529221	ENST00000529221.6	TTC12	tetratricopeptide repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:23700]	11	113314579	113383544	protein_coding
ENSG00000150764	ENSG00000150764.14	ENST00000529225	ENST00000529225.5	DIXDC1	DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]	11	111927144	112022653	protein_coding
ENSG00000175216	ENSG00000175216.15	ENST00000529230	ENST00000529230.6	CKAP5	cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]	11	46743048	46846308	protein_coding
ENSG00000254968	ENSG00000254968.8	ENST00000529238	ENST00000529238.5	LINC02763	long intergenic non-protein coding RNA 2763 [Source:HGNC Symbol;Acc:HGNC:54282]	11	112393118	112624567	lncRNA
ENSG00000132744	ENSG00000132744.8	ENST00000529256	ENST00000529256.1	ACY3	aminoacylase 3 [Source:HGNC Symbol;Acc:HGNC:24104]	11	67642555	67650730	protein_coding
ENSG00000137720	ENSG00000137720.8	ENST00000529270	ENST00000529270.1	CFAP68	cilia and flagella associated protein 68 [Source:HGNC Symbol;Acc:HGNC:1163]	11	111878935	111885975	protein_coding
ENSG00000213619	ENSG00000213619.11	ENST00000529276	ENST00000529276.1	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3 [Source:HGNC Symbol;Acc:HGNC:7710]	11	47565336	47584562	protein_coding
ENSG00000255482	ENSG00000255482.1	ENST00000529278	ENST00000529278.1		novel transcript, antisense to TMEM123	11	102467255	102498801	lncRNA
ENSG00000254963	ENSG00000254963.1	ENST00000529304	ENST00000529304.1		novel transcript	11	75264289	75265170	lncRNA
ENSG00000135387	ENSG00000135387.21	ENST00000529307	ENST00000529307.1	CAPRIN1	cell cycle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6743]	11	34051731	34102610	protein_coding
ENSG00000149499	ENSG00000149499.12	ENST00000529309	ENST00000529309.5	EML3	EMAP like 3 [Source:HGNC Symbol;Acc:HGNC:26666]	11	62602218	62612775	protein_coding
ENSG00000081842	ENSG00000081842.18	ENST00000529310	ENST00000529310.6	PCDHA6	protocadherin alpha 6 [Source:HGNC Symbol;Acc:HGNC:8672]	5	140827958	141012347	protein_coding
ENSG00000166788	ENSG00000166788.10	ENST00000529318	ENST00000529318.5	SAAL1	serum amyloid A like 1 [Source:HGNC Symbol;Acc:HGNC:25158]	11	18069935	18106087	protein_coding
ENSG00000137726	ENSG00000137726.17	ENST00000529335	ENST00000529335.6	FXYD6	FXYD domain containing ion transport regulator 6 [Source:HGNC Symbol;Acc:HGNC:4030]	11	117836976	117877486	protein_coding
ENSG00000149294	ENSG00000149294.18	ENST00000529356	ENST00000529356.5	NCAM1	neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]	11	112961275	113278436	protein_coding
ENSG00000142082	ENSG00000142082.15	ENST00000529382	ENST00000529382.5	SIRT3	sirtuin 3 [Source:HGNC Symbol;Acc:HGNC:14931]	11	215030	236931	protein_coding
ENSG00000213465	ENSG00000213465.8	ENST00000529384	ENST00000529384.5	ARL2	ADP ribosylation factor like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:693]	11	65014160	65022184	protein_coding
ENSG00000166323	ENSG00000166323.13	ENST00000529391	ENST00000529391.5	C11orf65	chromosome 11 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:28519]	11	108308519	108467531	protein_coding
ENSG00000154114	ENSG00000154114.13	ENST00000529397	ENST00000529397.5	TBCEL	tubulin folding cofactor E like [Source:HGNC Symbol;Acc:HGNC:28115]	11	121024072	121090776	protein_coding
ENSG00000254979	ENSG00000254979.5	ENST00000529411	ENST00000529411.1		novel protein	11	57387365	57424059	protein_coding
ENSG00000172409	ENSG00000172409.7	ENST00000529430	ENST00000529430.1	CLP1	cleavage factor polyribonucleotide kinase subunit 1 [Source:HGNC Symbol;Acc:HGNC:16999]	11	57648188	57661865	protein_coding
ENSG00000134575	ENSG00000134575.13	ENST00000529444	ENST00000529444.7	ACP2	acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:123]	11	47239302	47248906	protein_coding
ENSG00000133805	ENSG00000133805.16	ENST00000529507	ENST00000529507.5	AMPD3	adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:HGNC:470]	11	10308313	10507579	protein_coding
ENSG00000166313	ENSG00000166313.20	ENST00000529519	ENST00000529519.5	APBB1	amyloid beta precursor protein binding family B member 1 [Source:HGNC Symbol;Acc:HGNC:581]	11	6395125	6419414	protein_coding
ENSG00000198561	ENSG00000198561.16	ENST00000529526	ENST00000529526.5	CTNND1	catenin delta 1 [Source:HGNC Symbol;Acc:HGNC:2515]	11	57753243	57819546	protein_coding
ENSG00000134339	ENSG00000134339.9	ENST00000529528	ENST00000529528.5	SAA2	serum amyloid A2 [Source:HGNC Symbol;Acc:HGNC:10514]	11	18239223	18248668	protein_coding
